,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
65,69,;Rm, Pave,REG.,	lvl,	allpub,Corner;,>Gtl	,;oldtown:,ARtERy.,...norm,1FAM.,1story?,?Gable.,COMPSHG,!METALSD,metalsd., None,;ta.,	gd,CBLOcK>,ta,:TA,	NO,Unf...,unf;,?gasa,?Ta,y , Sbrkr?,	Ta...,Typ?,ATTCHD	,:Unf,TA:,:TA,>Y,<WD,...normal	
66,70,!Rl<,	pave.,REG...,Lvl,allpub...,.Corner,<GTL>,CLeaRCr<,NORM,?NORM,1fam...,>1.5FIn<,GaBLe>,COMPSHG	,<BRKFACE,>AsbShNg,:None., GD...,TA>,CBLOCk<,ta ,<TA;,!NO:,blq ,UNf:,?Gasw,TA.,!Y>,>SBRkR.,>ta,<typ ,...attchd?,Fin;,?Ta!,TA,.Y,	wd?,:Normal
67,71,rl,!Pave,	Ir1.,lvl<,ALLPUB.,>InSiDe,<Gtl,<names!,Norm,<NorM,;1fam,...1story ,!GABLE>,CompShG>,plywood ,Plywood ,Brkface>,Ta<,.Gd;,<Cblock,Gd:, Ta,>GD	,Alq>,!unf,!GASA,Ex?,Y.,;Sbrkr	,<TA,<typ,Attchd.,...fin,!TA,;ta,!Y:,	WD,?NoRmaL>
68,72,?RL!,?pave,reg	,!LvL,ALLPub,<corner?,gtl;,Mitchel,...norm,NoRm?,!1FAM,:1story,.GABLE,COMpSHg ,HDBOARD:, PLYwOOd!,NONE<,ta;,...ta!,Cblock?,;ta,TA?,NO;,alq:,.UNf!,...Gasa,ta,Y,SBrKr:,!ta?,:Typ,:detchd!,>Unf	,<ta,...ta,Y;,	WD...,NORMAL	
69,73,:rl,;Pave,Ir1>,LVL;,<allpub:,Corner:,	gtl,.GilbErT>,!NoRM,;NOrm,...1fam,	2story;,.Gable:,Compshg ,VinYLSd:,VINYLSD, Brkface,Ta	,TA:,	PCONC	,:Gd...,<TA,?No.,...unf;,;UNF.,<Gasa<,:gd,:Y>,SBRKR!,Ta?,...TYP>,ATTCHD!,:Fin,...TA, TA,y,:WD,;Normal>
70,74,RL ,<PAVE...,>REG,lvl.,<allpub>,INSIDE?,>GTL,;names>,;norm , NORM,1fam	,1SToRy:,GABLE:,>Compshg,!WD SdNG ,wd sdng;,.Brkface!,!Ta,Ta ,>cblock,TA,ta.,No:,:ALQ?,BLQ:,:gasa,...GD, Y<,:SBrkR,ta.,...Typ;,	ATtcHD.,>Unf ,>TA,>TA...,>Y,>Wd;,:NOrMaL
71,75,;RM,:PaVe,reg>,>LVL,?allpub!,>corner,.gtl:,oldtown!,:NORM,;NORm...,...1FaM,.2STORY?,Gambrel	, compshg,.VINyLSD!, VInylSD>,None	,gd:,Gd,cblock;, fa,!TA,NO?,.Unf>,;Unf>,GASA;,>Gd,?N<,!SBrkR!,Ta:,TYP...,DETCHD,?Unf...,!TA.,TA,Y...,wd:, NorMal
72,76,RM:,;pave,!REG,.Lvl,allpub<,:Inside:,;GTL<,>Meadowv ,;norm,NORM<,!twnhs ,;SLvl,...GablE,?Compshg,;cemntbd...,CMENTBD,none?,.TA..., TA...,CBLOCK,GD!, ta,?Gd;, GLQ?,UnF.,GaSA	,TA!,Y ,SBrKR	,.ta>,?typ ,Builtin:,!UNF?,?Ta,>TA...,:Y,	Wd,!NORMAL<
73,77,RL,PaVE>,:IR1,lvl<,ALLPUB:,...InSiDe,;GTL,;Names>,norm	,Norm.,?1FAM,1STORY<,>GAblE ,;compshg.,VINyLSD,...VInYLSd,none>,!Ta...,Ta, CBLOCK,TA ,	TA,	no,.ALQ,;UNF,	Gasa,Ex	,...Y!,	FusEA,...ta,TYP ,DETCHD, unf,	TA<,TA>,>Y,WD.,>Normal:
74,78,;Rm,Pave:,Reg<,LVL>,allpub<, inside,...GTL,<brkside,:NoRm,Norm?,1fam ,!1.5FIN,	GABLE, Compshg,.WD SdNG,>wd sdng?,!NOnE,<TA.,<Ta,Cblock>,!TA.,TA ,No?,Blq<,.GLQ,Gasa!,Ta,.Y;,sbrkr!,ta<, MIn1,DETCHD	,UNF:,TA:,<ta?,Y.,WD...,<normal
75,80,RM<,PAvE;,>ReG!,LVL,.ALLPUB,!corner.,GTL,Oldtown.,	NORM?,NORM ,>1fam.,?2StORY!,Gable:,.compshg!,>Wd sdng,!Wd sdng;,None	,TA, Ta,...pconc...,TA!,TA ,?No,.unf...,<UNf,<Gasa ,!Gd?,y;,sbrkr	,	Ta,typ;,:Detchd:,<Unf!,TA ,TA;,;Y,WD>,NormAl
76,81,Rl!,.Pave,REG<, LVL...,...allpub,<Corner,?gtl?,<NAmES ,	NORM?,;NOrM>,1fam:,2story ,Gable...,compshg ,...Vinylsd:,Vinylsd...,<Brkface?, TA,GD<, Cblock ,;GD,TA:,	No,>REc,UNF:,	GASA;,>Ta>,>y:,;Sbrkr ,Gd>,!Typ?,ATtChD,...FiN?,...Ta,?TA,	y,WD.,normal?
77,82,<RM,	Pave ,REG;,	lvl.,!AlLPUb,fr2!,gtl;,!mitchel?,	NORM...,Norm,?twnhse,!1story,:hip.,	Compshg,!Vinylsd<,?VinyLSD...,;BRKFACE<,ta?,GD!,pconc:,Ex:,<GD	, No?,.GLQ,?Unf!,:GaSA>,;Ex,Y;,SBrkR<,Ta>,;TYP,...attchd,?fin,!ta?, ta ,>Y;,Wd,.NORMAL:
78,83,.rl;,Pave...,reg...,Lvl;,;allpub,Inside:,<Gtl<,Somerst,NOrM.,>Norm,1FAM>,...1STORY,GABLE,compshg	,VInyLSD	,?Vinylsd,>STONE,ta	,	TA...,pconc ,Gd,ta>,?NO!,...GLQ:,!UNF.,!GasA:,ex:,;Y,sbrkr,	gd;,typ.,attchd.,	rfn,!ta ,TA ,>y,>WD!,NORMAL:
79,84,RL...,PAVE>,.ir1...,	lvl...,AllPUB?,Inside:,.gtl,>names,norm:,NOrm;,1fam..., 1STORY ,>gable,Compshg;,METALSD,METALSD...,:BRKCMN<,?TA:,:TA?,CBlOCK	,.ta<,<ta!,NO!,unf<,>unf,;Gasa,!gd,Y,.SBrkR ,TA<,TYP:,>detchd,.UNF,<Ta,Ta,Y,cod	, NormAl	
80,85,Rl ,!Pave,.Ir1 ,LVL ,Allpub ,>INSIDE,.GTl ,!GILbeRT,NORM...,<Norm,;1fam,Slvl>, GABLE	,.COmpSHg, HDBOARD...,hdboard,Brkface.,ta?,!TA,PCONC>,;gd,TA,NO:, Unf?,Unf:, GASA...,GD:,:y>,>sbrkr...,?Ta;,TYP?, BUILTIN,Fin>, TA, Ta;,y!, WD,?Normal!
81,86,	Rl,>Pave.,.Reg<,;lvl,AllPub!,CORNER,?GTL,Noridge	,!norm,NOrM...,!1FAM,2STORY ,!Hip!,compshg;,<HdBoard,Hdboard:,;Brkface,>Gd,:TA?,;CBloCk?,:GD,!TA,:No,!UNF,<Unf,>gasa;,!EX,y>,<sbrkr?,.Gd,...TYP,	attchd,...UNF>,TA,<TA?,	Y,<Wd!,>normal
82,87,Rl...,	PavE<,!IR2?,;lvl,ALLPUB?,.inside,?GTL,<GILBERT?,	Norm	,NOrM<,:1fam,.2story,GABLE,CoMpSHg...,...vinylsd ,Vinylsd>,?None,;Gd	,?Ta?,PCOnc!,Gd.,...ta,AV>,...UnF,UNF?,gasa ,Ex;,>Y ,>sbrkr...,gd, TYP.,BUIltIN<,Fin<,	ta,?Ta:,Y;,.WD?,>Normal
83,88,:Fv,PAVE,;Reg,.lvl,:ALLPub:,!CORNer,GTL...,!SoMERSt...,;NORM,?Norm,?TWNHSE:,;2story,.GABLE,...CompSHG?,vinylsd ,...VinyLSd,!STOne,gd?,ta...,<Pconc.,Gd?, TA...,av?,	unf,unf., GASA,;ex...,;y,SBRKR>,>Gd ,Typ<,Detchd!,Rfn...,TA	,TA	, Y...,New,partial 
84,92,RL>,Pave;,ReG:,>lvl ,;ALlPUB,>inside,!Gtl, NAMEs,...NORM,Norm.,	1Fam...,.1story,;HiP ,CoMPSHg,<Hdboard	, HDBOARD,...brkcmn<,TA<,:TA?,CBLOCK ,<ta>,TA!,no...,REC.,	UNF, GAsA.,:TA,;Y ,SBRkr..., ta,<Typ!,?attchd?,	Unf,...ta<,!Ta,Y ,.Wd,?ABnORmL...
85,93,RL,>Pave>,:Ir1,HLS;,ALLPUB ,INSIDE?, GTL,?Crawfor,NorM,Norm ,1fam,<1STORY ,<GABLE.,compshg.,Wd sdng!,;Wd sdng	,>NOne,Ta;,?GD<,?BRKTIL;,Gd	,...Ta , No,:ALQ,<unf,Gasa;,.EX,.Y,Sbrkr?,TA?,.TYP ,.DETCHD,:UNF	,...ta:,<Ta ,	Y	,WD;,NORMAL.
86,94,>C (all),?Pave, Reg,?Lvl:,!Allpub?,>CORnER, GTL,	OLDTOWN,>Norm,norm<,	2FMCON:,;2.5UNF;,HIP...,:compshg,>Metalsd,	METaLSD,!NONE?,;TA?,<TA...,Brktil>,<TA,Fa ,Mn?,:rec<,<UNf,>Gasw	,;Ex,:n,SBRkr ,TA<,>typ,detchd!,?UNF,<Ta,...TA!,<Y<,>WD,.NORMAL
87,95,?rl,!PavE,;IR1!,lvl:,Allpub;,InSiDe	,Gtl>,COllGCr,>Norm,Norm.,1fam,	2STOry;,gable...,COmPShG...,VinYLSD., vinylsd,...none,...Ta,gd:,?Pconc!,gd:,?ta,No	,?glq,UNF	,>Gasa<,>EX,y...,SBrkR!,gd	, typ,!AtTChd,Rfn.,<ta>,TA,>Y,Wd:,	Normal
88,96,!RL,PAVe:,...IR2,?LVL:,ALLPub..., CORNER,	GTL, GiLbErT!,Norm...,:NORM,...1fam,2story.,GABLE!,	COMPSHG,vinylsd , VinYLSd.,Brkface:,!ex,:gd,?PCOnC,Gd	,<Gd	,.NO...,alq<,?UnF, Gasa<,;GD, Y<,!sbrkr?, ta...,?TYP, builtin?,	FIN,Ta	,TA ,...Y,Wd.,:NORMAL?
89,97,<RL;,PaVE,;IR1...,?LVL,ALLPUB?,inside...,.GTL,collgcr,NORM,<NoRM,1fam,1story<,<Gable.,!Compshg ,<VINYLSD:,Vinylsd<,BRKFACE?,GD...,	TA...,	PCONC,GD,.ta<,.av,<ALQ?,UNF,Gasa<,...ex>,>Y?,...SBRKR, GD,TYP,AttcHd	,rfn:,TA	,!ta, Y...,...WD...,normal	
90,98,.Rl>,pave...,<Reg,>hls ,:ALLPuB...,INSIdE<,gtl	, EDWARDS!,:NoRM>,?NORM,!1fam<, 1story	,...HIP ,COMpShG,>hdboard,HDBoarD>,!Brkface>,ta...,Ta	, cblock,...TA,TA!,...NO,REc ,.unf?,	GASA,TA!,	Y:,<fusef ,!TA,<typ,attchd.,<FIN.,<TA,ta>,>P,WD	,.NORMaL	
91,99, RL!, Pave., reg,...LVL,<Allpub,Corner?,Gtl<,;edwards ,!NORM...,norm	,1fam...,1story?,Gable	,:COMPSHG,Wd SDnG<,Wd sdng.,>none,>ta:,...Ta;,?Brktil>,!Ta,ta!,	NO,alq ,>Unf,Gasa	,fa>,.N.,SBrKR:,.Ta...,TYp:,basment ,!unf ,>FA,ta,Y	,COD.,<ABNORMl	
92,101,RL.,Pave<,;ir1;,lvl:,allpub!,.InSIde,;Gtl,	NWAMES!,...NoRm,NORM...,1FAM>,1story?,>GABle,.ComPSHG,Plywood...,:Plywood,:BRKFACE,;TA<,TA;,>pconc...,TA:,Ta ,	Mn,?ALQ,!UNF,>GASA,gd;,>Y,:SBrkr,GD?,typ;,Attchd...,Rfn>, TA, TA,?y!,Wd>,normal<
93,102,;rl>,;PAvE,<REG,LvL	,>ALLPUB, Inside,gtl<,:SAWYERW?,.norm,.Norm,;1fam.,	2story	,>GABLE,compshg ,;hdboard, HDBoaRD,	BRKFACE?,gd,<TA!,CBLOcK,GD!, Ta,No...,;unf,UNF?,;gasa,.TA,!y,...SBRKR ,gd;, TYP,AtTCHD ,:FIN,TA?,	Ta,Y	,.wd,;Normal
94,104,<RL;,...PAVE,ir1<,!Lvl.,Allpub	,?Corner...,Gtl ,	COLLGCR<,NORM;,norm?,:1FAM	,>1STORY,GaBLE>,:COMPSHG,vinylsd ,>Vinylsd<,None...,;ta;,Ta<,PCONC!,gd,;ta,no	,?UNF,Unf!,Gasa;,;ex.,Y?,sbrkr...,Gd	,?typ,?attchd;,;rfn	,?Ta,>TA>, Y!,WD>,NoRmAl?
95,105,>Rm, PAVE:,ReG;,?LVL,ALLPub	,Corner;,...gtl;,<Idotrr?,norm,.NORM,1FAM>,1.5fin...,Gable!,	COMPSHG,	stucco ,stucco ,:BrKFace,>TA,fa!,<PCOnC:,<Ta?,ta,.NO>,<lwq:,unf<,:GAsA;,:Ex,?Y;,FuseF!,TA?,<Typ>,DETCHD>,UnF.,!Ta,TA;,	Y.,<WD,?NORMAL
96,106,>Fv,Pave ,Reg.,!Lvl,ALLPUB.,<Inside,:GTL>,!SOMeRST,:Norm,:NORM,1fam!,:2story,	Hip,CompShg...,ViNYLSD>, VinylSd, brkface.,Gd;,TA ,:PCONC?,?EX>, Ta,<NO<,	Unf,Unf.,Gasa,ex?, Y,;SBrkR,.GD;,;typ,ATTCHD,!RFN,TA>,<TA:,Y,WD!,normal:
97,107,rm., pave,>Reg,lvl>,.ALlPub	,	INSIDE.,>GTL,OlDToWN;,.NoRM!,NORM	,>1fam,1story,mansard?,	COmpSHg.,	vinylsd:,VINYLSD	,?None,.TA<,<TA ,Brktil ,.Fa,	ta,:No,	UNF,>UNF,?GASA;,	Gd,!y;,;SBRKR,.Ta,typ ,	DETCHD:,...Unf, fa,!Fa	,>N,;wd,;NORMAL
98,108,?Rm,.Pave..., REG	,lvl	,ALlPUb,Inside,Gtl,>Oldtown,norm;,norm	,.1fam,1StOry>,;GABLE<,.CoMpShg	,<ViNyLSd,VinyLSd;,None,?Ta,ta!,CBLOCK;,TA!,?TA,?NO,:alq,BLQ,>gasa,ex>,;y, sbrkr,;TA<,Typ:,?detchd,unf,>TA,<ta,:Y:, WD>,;PaRtIal
99,110,Rl	,PAve,Ir1,:Lvl , Allpub,.inside,gtl,NWAmEs>,	NORM,<norm,1fam:,...1STOrY,...Hip,compshg>,PLYWOOD...,<plywood,BRKFACE<,Ta>,ta...,!CBLOCK,...GD...,:TA;,;No	,.BLQ ,UNF	,GASA.,ex!,:y,:SBRKR,!TA;,typ!, ATtcHD...,...rfn.,TA ,Ta.,>Y,cod,:normal<
100,111,;RL...,<Pave?,Reg.,:Lvl,Allpub<,>InSIDe,?Gtl ,	edwards,>norm>,NOrm:,;1FaM,>1.5FIn,;GABLE?,>compshg...,wd sdng>,Wd sdng,<none,ta ,	Ta,.cblock,...ta:,Fa	,.no<,...REc;,?unf...,	GAsA,Gd	,...Y,:sbrkr,:ta,Typ.,Attchd;,Unf!,Ta,Ta,?Y,...WD,:NORMal>
101,112,rl,<Pave,;IR1	,lvl:,allpub ,<inside,.Gtl,.Gilbert.,?NORM	,:norm,;1FAM,slvl?,!Gable ,compshg!,VInyLSD;,!VINYLSD?,>none,.Ta,TA?,!PConC:,GD, TA;,<NO,:Glq,UNF.,gasa?,EX?,Y,sbrkr,.Ta,Typ>,;Builtin?,FIN,TA.,TA	,y!,	wd,NORMAL	
102,113,...rl,?Pave,:Reg,...Lvl,...ALLPUB;,	Inside!,Gtl:,!collgcr<,:NoRm<,NORm;,1FAM.,	2story,;GABLE:, COmPSHG!,>VINYLSD,<VINYLSD ,:STONE,Gd,ta ,PCOnC?,ex!,Ta<,:Av.,.glq ,;unf,>GAsA>,Ex;,Y, Sbrkr;, ex<,TYP<,...Builtin,...fin,>TA	,Ta:,Y ,.NEW	,<Partial
103,114,?rl,<Pave,;reg,bnk>,ALLPUB?,.Corner,GTl..., Crawfor,Norm:, NORM>,1fam,1StoRy,:HiP,compshg>,Wd sdng!,wd sdng ,?BrKFace!,ta,Gd?,<CBLOck,<Gd:,.TA,!MN,ALQ?,REC,GASA<,...TA,...Y,<SBRKR,GD!,	typ>,<BaSmeNt,<unf;,...TA,:Ta, y,cod;,<AbnormL
104,115,	RL,pave	,?IR1,!Lvl,:allpub>,INSIDE!,mod?,;CrAWFOR ,:norm	,<norm	, 1FAM	,2story...,GAMBREL.,:COMPSHG,WD SDNG<, WD SDNG,<none,>TA,...TA,cblock ,?TA,Ta,<No,	ALQ	,LwQ	,	GASA;,?ex?,.y,<SBRKR,GD:,TYP,Detchd!,unf!,TA ,<Ta,Y>,Wd<,!NORMAL:
105,116,fv, Pave,REG...,!LVL,;ALLPub,corner.,!Gtl,...SomeRSt,.NORM!,;norm,:TWNHSE,	2StoRY ,;gable ,<COMPSHG,.metalsd,:METALSD,BRKFACE	,:Ta!,>TA,Pconc	,GD>,!ta,.NO,?glq:, unf,:Gasa?,GD	,...Y>,>SBRKR>,:TA,typ?,DetcHD<,...UNf?,<TA,;TA...,;Y,;WD,>NORMAL
106,117,RL;,...PAVE>,.Reg,>Lvl...,<Allpub,.inside:,GTL,SAWYER!,;NoRM,norm.,	1FAm,;1story,?gable:,Compshg...,?WD SdNG,!WD SDNG,;BRKFACE,...TA,Ta:,cblock:,Ta.,TA!,?No,LWQ:,;Blq,GASA!,?TA,;Y ,SBRKR,ta.,...typ,;ATTCHD:,...Unf ,TA...,:ta!,Y,?Wd,NORMAL!
107,118,rl<,>pave, REG,>LVL...,Allpub ,Corner;,...GtL>,Edwards?,!Norm,NORM!,1fam	,1STORY.,GABLE!,	Compshg,ViNyLSd?,...VINYLSD;,.none ,ta<,...TA;,PCOnc!,...Gd,ta;,NO:,>unf?,<unf, gasa,	Gd...,y ,;SBrKr,?TA.,Typ!,>attchd:,Unf,<Ta,TA;,?Y,<New,PARtIAL<
108,119,RL.,...pave;,reg...,.Lvl,	Allpub...,<corner,GTL,...SAWYERW	,NORM:,norm,1FAM:,;2story,Hip<,<Compshg,?PLYWOOD, PLYWOOD?,none>,TA,<ta!,	pconc,GD,ta	,MN...,GLQ?,;UnF:,<gasa,GD.,!Y,<sbrkr:,<Gd,Typ!,;Attchd,<UnF,>ta,...ta,Y,wd	,normal;
109,120, RL;,:Pave,!Reg...,!Lvl,	ALlPUb., INSIdE,:gtl,!COlLgCR.,!NOrM,	Norm...,...1FAM...,.2STORY,...Gable, COMPSHG,;ViNyLSd,vinylsd<,...None,...gd ,>TA	,PCONC ,<Gd.,:TA, no...,unf!,?unf!,.GasA!,>Ex	,.Y,!SBRKR<,...Gd,?typ,attchd:,fin?, Ta:,>TA,y	,NEw ,<PARTIAL
110,121,RL<,.PAVE:,IR1	,LOW<,ALLPUB ,...Culdsac;,.sev	, CLEARCR,	norm,...Norm>,:1fam,SLVL	,FlAT	,...metal,Plywood ,!PLywoOD,?none ,.TA,.ta?,>CBLOCk...,ta	,ta:,?Gd ,	alq,;UNF!,Gasa<,ex>,.Y?,<SBRkr,>TA,typ...,<Attchd,	Unf,ta>,	ta,:Y,WD?, NorMAl<
111,122,RM<,	Pave	, reg,<LVL,?Allpub:,>Inside, gtl	,IDOTRR.,Norm<,Norm.,1FAM,.1.5fin...,	Gable,!Compshg;,ASBSHNG.,.asbshng.,!none,	ta...,;ta.,.PCOnC,TA.,ta.,	NO...,!Unf,:unf,GAsA ,	GD,;Y!,sbrkr>,TA?,TYP!,...Detchd,>Unf:, TA!,ta..., p	,WD,NorMAL
112,123,!Rl>,	PAVE,Reg?,<lvl	, allpub,:corner	,?Gtl,NAMES, NORM,:NORM,1fam;,1story?,Hip	,<compshg...,>metalsd,<metalsd,BrkFAce>,TA<,>gd,...Cblock;,?ta,TA, NO,!Blq,<Unf,GASA<,Gd,	Y,.Sbrkr,;Ta?,TYP?,attchd;,unf;,	Ta!,...ta<,!Y>,>wd,;NoRMaL
113,124,rl.,?PAVe,;REG	,Lvl,;allpub...,<inside,gtl?, sawyerw, Norm<,NOrm.,>TWNHSE>,1story., Gable,COMPShg	, PlYwood>, PLYWOOD,;none,Gd?,<ta,...PCONC>,?GD...,:TA,	no:,glq...,;Unf,GASA...,ex:,<Y,	SBrkR>,;Gd,...TyP	,ATTCHD!,rfn., TA ,;TA,y;,wd?,!normal
114,125,?RL,...PAVE?,?ir1...,LVL.,ALLPUB!,CULDSaC...,.GTL,...NWAMES,NORM...,>Norm?, 1FAm?,.1story:,:Gable;,CoMpShG!,.Hdboard ,	HdBoARD ,NONE!,ta!,GD,CBLocK?,>GD,!FA,	NO:,;UNF,?Unf,<Gasa>,>ta!,>Y, SBRKR,>Ta..., TYp ,.AttChd?,!unf,Ta:,Ta,?y,.WD:,:NORMAL>
115,127,RL<,<PAVE!,IR1<,>LVl<,ALLPUb?,?INSIDE,>gtl	,>NPKVIll!,Norm	,NORM?, TWNHSE,.1story,gable	,CoMpSHg;, plywood,!Plywood,	None?,TA.,TA?,Cblock.,GD,TA...,;NO,?ALQ	,UNF ,;GASA,:TA,.y,?SBrKR;,TA ,...Typ,>Attchd,;RFn,Ta,TA ,Y	,WD;,!NORMAL 
116,129,rl,...Pave,?REG:,Lvl	,ALLPUB:,...INSIde,GtL:,>Names?,	PoSN,	Norm,!1fam,2story!,GABLE.,!COMPSHG:,Vinylsd,...vinylsd ,!BRKFACE,;ta!,TA>,cblock;,?ta...,TA...,No,;blq,!UNF,gasa	,;TA, Y,sbrkr	,!ta:,;Typ,ATTCHD ,Rfn,<ta,TA	,.y,wd;,Normal>
117,130,;RL,PAVE>,REG..., LVL>,Allpub;,;Inside,>Gtl,	NAMES:,.NORM,NORM?,:1fam.,:1SToRy,Gable ,!COMpShg;,Plywood...,:PLYWOOD?,;BrKFAce>,<ta,!TA,...CBLOCK?,>TA,<ta.,No	,<rec	,!BLQ>,GASA...,:TA...,<Y	,fusea...,EX.,TYP:,2TYpEs?,Rfn,;Ta;,ta?,Y,<WD,<ABNORML
118,131,	RL,<Pave>,...Reg...,<lvl:,ALLPUB...,CORNER<,GTL.,>names,.norm,<Norm?,?1fam,2STORy.,?Gable,!Compshg,MEtAlSD>,MetaLSd>,:brkface,Ta,	Ta<,cblock<,ta ,?ta ,	No:,rec,...Unf<,gasa,:ex,y;,.Sbrkr,:gd,TYP:,attchd:, Fin ,>TA,ta>,y>,	Wd,?normal.
119,132,RL,...PaVE,<IR1:,;Lvl,!Allpub...,	corner, GTL,gilbert,...norm!,.NORM:,>1FAM,2SToRy ,gable ,	COMpSHG,VINYLSD!,vinylsd<,BRKFACE...,>GD,!Ta?,pconc?,gd,;Ta,;no,glq.,:UNF,>Gasa,EX	,Y ,SBrkR>,gd.,:typ,;Builtin..., Rfn.,!ta,.TA,...y,!Wd,Normal.
120,133,...Rl ,?Pave	,Reg<,?LVL,<AlLPuB , CORner?,!Gtl,names?,NORM,NORM.,>1fam,1story, GABLE ,Compshg;,...MEtALSd ,!MEtALSd!,>None:,TA., Ta...,?cblock,.ta<,ta,no...,REC..., unf ,gasa,:gd,;Y	,?SBrkr ,Gd,.TYP,DETCHD	,UNF ,TA,.Ta>,	Y,WD ,normal>
121,134,RL>,...PAve,ir1:,Lvl,!ALLPUB:,Inside.,>Gtl,TIMBER,>NORM,<Norm,...1fam:,!1story:,GABLE?,...COMPSHG,;ViNYLSd<,>VINYLSD,<brkface!,?GD!,Ta...,PCONC?,<Ex,...Ta,no:,!GLQ,?UNF.,	Gasa,Ex<,:Y,.Sbrkr ,Gd?,...Typ...,:ATTCHD.,<fin?,<TA,ta ,...Y,:WD, Normal>
122,135,.Rl	,?pave,:ir1,lvl?,ALLPUB,:INSIDE,:gtl,SaWyer...,...NoRm:,...Norm ,1FAM;,!1STORY>,.gable,Compshg>,PLYWOOD<,.plywood?,:None,TA	,...TA>,cblock?,>TA,ta.,NO!,Rec ,UNf	, gasa<,Gd	,Y...,sbrkr<,Ta?,:MIn1...,ATTCHD?,<RFN?,TA:,!Ta	,Y,WD!,NORMAL 
123,136,Rl	,pave!,REG	,>LVL,	allpub,...INSIDE,gtl!,>nwames.,	norm<,Norm.,	1FaM,1story ,hip...,<Compshg,plywood;,<PlYWOod,<brkface:,TA?,	TA,PCONC!,ta>,<TA,:NO,<UNF,UNf;,...GAsA;,;GD ,!Y,...SBrKR;,	TA,!Typ,...ATTCHD,!unf,ta.,TA.,!Y,WD ,.NORMAL
124,137,RL,	PAVE,IR1;,?Lvl!,ALLPuB:,?corner,:Gtl,Names>,.Norm;, NORM,1fam..., 1STORY,<gable...,<Compshg, MeTalSd,?metalsd,brkface	,TA ,.Ta,CBLOcK:,?ta;,:ta,...No	,;blq;,...Unf;,Gasa!,.Ta...,<y,SBrKr,ta<,Typ...,AtTcHd?,:rfn>,?ta...,.TA,Y>,.Wd,;NORmal
125,138,?rl,PAVE?,Reg<,LVL>,;Allpub,Inside...,GTl,MiTcHeL ,!NORM,	norm,?duplex,1story.,GABLE..., compshg.,!VINYLSD!,>ViNylSd...,<BrkFAcE?, Ta!,TA>,;cblock,?TA,TA!,No...,?Unf,?UnF,.GASA	,;Gd,y:,.SBrKR?,...ta;,?TYP,.2TyPes, UNF<,!TA.,TA ,Y,WD	,;FAMILY>
126,139,!RL,pave	,ir1!,<Lvl,ALLPUB...,...inside:,.GTL,.COLLGCR, NORM,NOrM:,!1fam,2story.,!Gable, COMPSHG?,?Vinylsd,>VINYLSD;,brkface ,>gd ,TA.,PCONC;,Gd?,TA<,;Mn,...GLQ,<UnF;,?GASA	,<EX,y<,sbrkr:,	GD ,TyP ,>ATtChd>,:Fin,TA?, Ta,	Y;,<Wd,...Normal
127,140,>RL	,<Pave,	IR1, lvl.,ALLPuB?,INSiDE!,>GTL,...COLLGCR!, Norm;,!Norm,:1fam:,2story<,>GaBlE?,	Compshg,;ViNYLSd,ViNYLSd...,none,	TA...,<Ta:,?pconc,:Gd<,>TA:,NO:,>Glq...,.UNF,>Gasa>,>EX...,Y,!SBRKR ,Gd:,Typ:,.attchd ,rfn!,...ta,.ta>,	y:,?WD?,?Normal
128,142,...Rl>,...PAve ,!Reg,!Lvl, Allpub,Inside	,.GTL,Collgcr	,NORM;,norm?,!1FAM ,1story!,?GaBLe,!Compshg.,vinylsd.,?VInYlSd ,;NONE,...GD, Ta>,PCOnC;,gd<,Ta...,<AV<, GLQ, UnF,	GASA:,.Ex,Y;,<sbrkr;,GD<,>Typ	,Attchd	,;FIN?,	ta?,.Ta,.Y, wd?,NOrMaL!
129,143,;RL?,	PAVE?,>reg,:Lvl, Allpub.,corner<,Gtl	,Names?,?ArTERY,>Norm,>1FAM,1.5FIN,.Gable,COMPSHG,;brkface<,:Wd SdNg,:none<,TA!,Fa	,Cblock	,ta<,<Ta,...No!,ReC	,unf;,gasa!, FA!,>y ,!Sbrkr,Ta?,?TYP,DETCHD?,	unf,ta,...TA,Y>,:wd?,>NOrMAl
130,144,!RL,pave>,<IR1,<lvl...,;ALlPUB	,<Inside;,!GTL,COLLGCR...,norm	,	NORM,<1fam,<1STOry<,GablE<,	Compshg,Vinylsd;,Vinylsd,BRKFACE:,gd	,Ta;,...pconc:,.gd,>ta,;Gd., GLQ,<unf, GAsA,...EX ,Y?,SBRKR<,Gd?,typ?,<attchd,rfn ,...TA,!TA<,Y.,wd,<Normal
